ID,Created At,Text
533085660354461697,Fri Nov 14 02:35:00 +0000 2014,"RT @chrisgeidner: .@peterstaley: ""I'd love to introduce @ZacharyQuinto to many of the early adopters of #PrEP."" http://t.co/3V7D0NCkNZ"
533084035065847808,Fri Nov 14 02:28:32 +0000 2014,@aeleitch Hehe.
533076134871965696,Fri Nov 14 01:57:09 +0000 2014,(Thank you.)
533076092178157568,Fri Nov 14 01:56:59 +0000 2014,Who approved this?! http://t.co/2ipkVZe9l5
533074022037487617,Fri Nov 14 01:48:45 +0000 2014,RT @wordbookstores: @theferocity (Saeed Jones) &amp; @ThomasPageMcBee brought poems and stories to an almost-snowy night in Brooklyn http://t.c…
533049652212695040,Fri Nov 14 00:11:55 +0000 2014,@MeakinArmstrong I just called it @mylestanzer.
533042189094645760,Thu Nov 13 23:42:16 +0000 2014,"RT @dominicholden: Rec to allow gay men to donate blood is good, say @ACLU &amp; @GMHC, but one-year abstinence proposal still imperfect. http:…"
533040929951993856,Thu Nov 13 23:37:15 +0000 2014,@jennIRL Get well soon. XO.
533040852432875520,Thu Nov 13 23:36:57 +0000 2014,"RT @jennIRL: everyone in NYC/BK, head to WORD Brooklyn RIGHT NOW on my behalf. too sick to see @ThomasPageMcBee &amp; @theferocity read at 7."
533033351251501057,Thu Nov 13 23:07:08 +0000 2014,@MattBellassai Mathea.
533029420484005888,Thu Nov 13 22:51:31 +0000 2014,What a time to be alive. https://t.co/bsJo05kL80 http://t.co/Ek72Apcfbt
533029066048548864,Thu Nov 13 22:50:07 +0000 2014,@jgrebes @jaypugz @ohkayewhatever omg. But okay. But OMG.
533028944879312896,Thu Nov 13 22:49:38 +0000 2014,Y’all are so fast! OMG. Thank you. It’s from http://t.co/PenZR92c6R.
533026053175132162,Thu Nov 13 22:38:08 +0000 2014,*sings* “Didn’t we almost have it all?” http://t.co/kF7dj4Tz8h http://t.co/LlUOrb19HH
533024492285870080,Thu Nov 13 22:31:56 +0000 2014,"Justices Clarence Thomas And Antonin Scalia Are Not Happy, reports @chrisgeidner: http://t.co/b9iAyd3lFZ"
533022818255245312,Thu Nov 13 22:25:17 +0000 2014,"RT @CityLightsBooks: Two great authors, one great event tonight @wordbookstores: @ThomasPageMcBee + @theferocity: http://t.co/BGKqQ8JDbM @C…"
533016683871731712,Thu Nov 13 22:00:55 +0000 2014,@mylestanzer LOL’d irl just now.
533016323010600962,Thu Nov 13 21:59:29 +0000 2014,@mylestanzer Finally.
533015833535332353,Thu Nov 13 21:57:32 +0000 2014,@LukasThoms LOLOLOLOLOL.
533015585756839936,Thu Nov 13 21:56:33 +0000 2014,“I am Groot.” RT @ohkayewhatever: @theferocity I mean but have you seen Chris Evans ripping a log in half with his bare hands tho
533015476163870720,Thu Nov 13 21:56:07 +0000 2014,@LukasThoms How was your nap?
533014991436533760,Thu Nov 13 21:54:11 +0000 2014,@conz Conz.
533014793385680897,Thu Nov 13 21:53:24 +0000 2014,…………No.
533014763832631296,Thu Nov 13 21:53:17 +0000 2014,……………………………………..
533014708006436864,Thu Nov 13 21:53:03 +0000 2014,"… RT @BuzzFeed: Introducing The Hot New Trend Among Men: “Lumbersexual”
http://t.co/XKdKOSjOLH http://t.co/tCmC6hKGMB"
533001424842813440,Thu Nov 13 21:00:17 +0000 2014,BREAKING: Committee Recommends Relaxing Ban On Gay Men Donating Blood http://t.co/VJyfhbLjen
532998412976009217,Thu Nov 13 20:48:18 +0000 2014,@mat_johnson *sprays you with water*
532998174966030338,Thu Nov 13 20:47:22 +0000 2014,"Mat. RT @mat_johnson: Even from the most glorious buttocks, feces spews."
532997506196852736,Thu Nov 13 20:44:42 +0000 2014,@chrisgeidner omg.
532995753510465536,Thu Nov 13 20:37:44 +0000 2014,RT @thephatic: First day of marriage equality in Utah (photo: Jim Urquhart) http://t.co/ozZXe3bWNk
532990388920131584,Thu Nov 13 20:16:25 +0000 2014,"We live in the age of miracles, my friends. *looks at coworkers intensely*"
532980960649039872,Thu Nov 13 19:38:58 +0000 2014,"RT @MattBellassai: I’ll be @BuzzFeedBen’s assistant if I get to slap him every morning and say “GET IT TOGETHER"""
532980701340401664,Thu Nov 13 19:37:56 +0000 2014,@simoncurtis @chrisgeidner @MattOrtile @BuzzFeedBooks !
532980203954667520,Thu Nov 13 19:35:57 +0000 2014,@LukasThoms It’s so well done.
532980117652664320,Thu Nov 13 19:35:37 +0000 2014,"@simoncurtis I know, right? @mattortile put us through it with this essay. WHEW. @BuzzFeedBooks"
532979018354917376,Thu Nov 13 19:31:14 +0000 2014,I’m *still* listening to this cover. http://t.co/SqcrwYCZBl
532977670020431872,Thu Nov 13 19:25:53 +0000 2014,@jerichobrown LOL.
532976624267169792,Thu Nov 13 19:21:44 +0000 2014,@chrisgeidner Hmph.
532976503303462912,Thu Nov 13 19:21:15 +0000 2014,"@chrisgeidner I mean, sure but."
532975396128829441,Thu Nov 13 19:16:51 +0000 2014,Y’all gotta chill. LOL. https://t.co/IYcIc3X4F9
532971983022358528,Thu Nov 13 19:03:17 +0000 2014,@alplicable I’m going through it over here. @MattOrtile
532971589701488640,Thu Nov 13 19:01:43 +0000 2014,"Listen, L I S T E N. http://t.co/49FASTtUIO http://t.co/9ftu2oY4Zj"
532969460404350976,Thu Nov 13 18:53:16 +0000 2014,@authentrovert I’m over here swaying.
532969021613027328,Thu Nov 13 18:51:31 +0000 2014,@authentrovert It’s so good.
532968994559782912,Thu Nov 13 18:51:25 +0000 2014,RT @authentrovert: bless @theferocity for putting this acoustic Anaconda cover in my life. i’m about to be burning incense &amp; doing housewor…
532968213446131712,Thu Nov 13 18:48:18 +0000 2014,"Okay, okay — this cover of “Anaconda” is awesome. (And y’all know I hate covers.) http://t.co/SqcrwYCZBl"
532967198512664576,Thu Nov 13 18:44:16 +0000 2014,"*insert quote from The Color Purple* RT @DNAinfo: Sorry, guys. The snow's coming. http://t.co/3pAsb1VoC1"
532963572847218688,Thu Nov 13 18:29:52 +0000 2014,*vague tweet regarding pay day and direct deposit*
532960697282748417,Thu Nov 13 18:18:26 +0000 2014,"“How are you doing?"" http://t.co/uV3KfJAtIw"
532956381440376832,Thu Nov 13 18:01:17 +0000 2014,"@NJDG And mashed potatoes with gravy, please and thank you."
532933659217887232,Thu Nov 13 16:31:00 +0000 2014,"O hai, Nominate a Fellow Writer for the 2015 @PENamerican Awards http://t.co/HcS7nkUfmT"
532931824469958656,Thu Nov 13 16:23:43 +0000 2014,RT @DiscreetLatino: Dear celebrities: abstain from sweeping statements about homosexual men
532926106572427264,Thu Nov 13 16:00:59 +0000 2014,"""After another orgasm, I got a copy of Barthes’ A LOVER’S DISCOURSE that very afternoon.” http://t.co/LKztSKDIeS"
532923443143278592,Thu Nov 13 15:50:24 +0000 2014,“The most important feature of my ideal lesbian bar is that it would actually exist.” http://t.co/a1YTTz1tDi
532919789543776256,Thu Nov 13 15:35:53 +0000 2014,"Brooklyn! I’m reading with @ThomasPageMcBee tonight at WORD Bookstore. 7pm, join us! http://t.co/JXtMwzW2Sj"
532918401011044354,Thu Nov 13 15:30:22 +0000 2014,When were y’all going to tell me Tracy K. Smith is publishing a memoir next year?! http://t.co/ovb2wXLlNH
532914321777778688,Thu Nov 13 15:14:10 +0000 2014,Depends. How good was the— *signal drops* RT @TheXDExperience: How Acceptable is Breaking Up Via Text? http://t.co/VNcYJCiY8Y
532912358310834176,Thu Nov 13 15:06:21 +0000 2014,@DianaChhun *blocks you*
532911691475222528,Thu Nov 13 15:03:42 +0000 2014,RT @AdamSerwer: update: happened RT @theferocity  can actually walk over to your desk and slap you. Don’t test me on this. RT @AdamSerwer @…
532911144676376576,Thu Nov 13 15:01:32 +0000 2014,I can actually walk over to your desk and slap you. Don’t test me on this. RT @AdamSerwer: @theferocity HELLO
532910653179449344,Thu Nov 13 14:59:35 +0000 2014,(I haven’t had enough coffee for y’all to be shouting in all caps in my mentions.)
532909576530956288,Thu Nov 13 14:55:18 +0000 2014,@timothypmurphy *slow clap*
532908663741366272,Thu Nov 13 14:51:41 +0000 2014,Tony Perkins hints Christians should boycott Apple after CEO Tim Cook came out as gay http://t.co/ggxAQw5pFE
532896473030356992,Thu Nov 13 14:03:14 +0000 2014,@atotalmonet Stawp.
532895825303986176,Thu Nov 13 14:00:40 +0000 2014,@MattOrtile A+ Wiz reference.
532739675187064832,Thu Nov 13 03:40:11 +0000 2014,RT @NYMag: Bosses are more likely to engage in abusive behavior toward their employees after getting a bad night's sleep: http://t.co/cB0GV…
532724583242412032,Thu Nov 13 02:40:12 +0000 2014,@AngelNafis Dang.
532721819674234880,Thu Nov 13 02:29:13 +0000 2014,@AngelNafis WHAT?!
532705610400538624,Thu Nov 13 01:24:49 +0000 2014,@reetamac He is @byjoelanderson now. Little troll is all grown up!
532704813210161152,Thu Nov 13 01:21:39 +0000 2014,@byjoelanderson *hug*
532689606329008128,Thu Nov 13 00:21:13 +0000 2014,@janetmock Love you like XO.
532686589517135872,Thu Nov 13 00:09:14 +0000 2014,"Truth be told, when I get exhausted (so every other day) I remember I'm living in a world with folks like @janetmock and get back to werk."
532675761707417600,Wed Nov 12 23:26:12 +0000 2014,"RT @atotalmonet: Why didn't she go to the police?
Why didn't she go to the police?
Why didn't she go to the police?
Why didn't she go 
http…"
532670031445118976,Wed Nov 12 23:03:26 +0000 2014,"RT @DodgePoetryFest: Did you see this reading of @theferocity's ""Boy in a Whalebone Corset"" at #DPF14 courtesy of @morristowngreen?: https:…"
532669150733533184,Wed Nov 12 22:59:56 +0000 2014,"Work email from @iSmashFizzle: “These are the gayest looking pastries I’ve ever seen in my life."""
532668323612610560,Wed Nov 12 22:56:39 +0000 2014,@iSmashFizzle You’re next.
532667001802883072,Wed Nov 12 22:51:24 +0000 2014,"A coworker just tried to hug me and I had no choice but to murder him. I’m sorry, everyone. It’s been a long week."
532662171663343616,Wed Nov 12 22:32:12 +0000 2014,@joelcifer Well played.
532661793379074049,Wed Nov 12 22:30:42 +0000 2014,"*whispers* It’s only Wednesday. 

*faints* 

*nothing is left but a small pile of ashes*"
532661451962744832,Wed Nov 12 22:29:21 +0000 2014,BREAKING: Supreme Court Ends Stay On Kansas Same-Sex Marriage Order http://t.co/tesz5iVmVl
532658726394949632,Wed Nov 12 22:18:31 +0000 2014,RT @chrisgeidner: UPDATED: The @BuzzFeedNews Map Of What Marriage Equality Looks Like In The US Today: http://t.co/gTukgvkKGi http://t.co/u…
532657942710214656,Wed Nov 12 22:15:24 +0000 2014,@louisvirtel ! @iSmashFizzle
532652885944061952,Wed Nov 12 21:55:18 +0000 2014,15 Historical Queer Women Who Need Their Own Biopic Right Now http://t.co/dq7wIlEDLl
532651917412171777,Wed Nov 12 21:51:28 +0000 2014,"RT @chrisgeidner: No ruling today in Mississippi marriage case: ""Court heard arguments on the issues, &amp; shall rule at a later date."" http:/…"
532647951236345856,Wed Nov 12 21:35:42 +0000 2014,"What is more American than football, impossible fathers and distant sons? http://t.co/bd1LXOvJK7"
532646601417043968,Wed Nov 12 21:30:20 +0000 2014,"RT @BuzzFeed: Michael Sam Jr. doesn’t talk to his father. But there’s a lot more to the story.
http://t.co/Uj8keAtjik http://t.co/niKkJsRDdt"
532645802502815745,Wed Nov 12 21:27:10 +0000 2014,#RequiredReading: @byjoelanderson's heartbreaking longform profile of Michael Sam and his father. http://t.co/bt8SXN8FS8
532635551686754304,Wed Nov 12 20:46:26 +0000 2014,@dorothysnarker Mmmmmmhmmmmm.
532631210070380544,Wed Nov 12 20:29:10 +0000 2014,"""And, while we’re at it, it’s time for Hollywood to cast transgender actors in films about transgender people.” http://t.co/dq7wIlEDLl"
532610558617731072,Wed Nov 12 19:07:07 +0000 2014,@youngsinick But.
532609689037832193,Wed Nov 12 19:03:39 +0000 2014,"“I mean, you could always hit and run Jessie and Ariana.” 

“Monica—“

“Accidents happen!” http://t.co/8M1Y8cNI0Z"
532609024605581312,Wed Nov 12 19:01:01 +0000 2014,"“Bruh.”  

“Boy, bye.” http://t.co/fdfSwhWiBd"
532608885182722049,Wed Nov 12 19:00:28 +0000 2014,“But let’s talk about that Kim Kardashian magazine cover though.” http://t.co/guCpUyS8u5
532608498287513600,Wed Nov 12 18:58:56 +0000 2014,"“I mean, I wouldn’t mind the royalties but…” http://t.co/OTbd2g56Lf"
532607994102833152,Wed Nov 12 18:56:55 +0000 2014,“Who the hell is Jessie J?” http://t.co/SRFL19XeuB
532607697947213824,Wed Nov 12 18:55:45 +0000 2014,"Sexual Orientation: Monica wearing reading glasses in the music video for “The Boy Is Mine"""
532607054289321984,Wed Nov 12 18:53:11 +0000 2014,"Tell them, Logan. TELL THEM. RT @LoganRhoades: Because y'all need to know.
http://t.co/5PhXlW57Cz"
532606280394108928,Wed Nov 12 18:50:07 +0000 2014,"“No, YOU’RE basic!” RT @AdamSerwer: Go home New York http://t.co/g7OD8KobvX"
532603099429761024,Wed Nov 12 18:37:28 +0000 2014,"@The_Murmuration Ah, I see. Cool."
532601228661129216,Wed Nov 12 18:30:02 +0000 2014,"@The_Murmuration Hey there, what does this do?"
532599210399780864,Wed Nov 12 18:22:01 +0000 2014,@janetmock Hehe.
532596820846063617,Wed Nov 12 18:12:31 +0000 2014,"WHO KNEW? ""January 13, 1973: A ""Mary Tyler Moore"" episode is one of the first on tv to reference gay people.” http://t.co/F3kXtypN7Q"
532596482252103680,Wed Nov 12 18:11:11 +0000 2014,@nishy_k @MattOrtile @davidmackau And the plot thickens.
532594839213584385,Wed Nov 12 18:04:39 +0000 2014,@alexisthenedd @MattOrtile @davidmackau We are insane.
532593650174554112,Wed Nov 12 17:59:55 +0000 2014,"@davidmackau Okay, okay, calm down."
532593435598143489,Wed Nov 12 17:59:04 +0000 2014,@davidmackau Fair.
532593311375433728,Wed Nov 12 17:58:35 +0000 2014,"@davidmackau Your new avatar though, sir. Who approve this?"
532591605879156737,Wed Nov 12 17:51:48 +0000 2014,Exclusive: Top NSA Surveillance Official Is A Multi-Millionaire http://t.co/RQfl4P43Eq
532590135716892672,Wed Nov 12 17:45:58 +0000 2014,@iSmashFizzle http://t.co/NCDQAWBezl
532589484005949440,Wed Nov 12 17:43:22 +0000 2014,"“Felicia, like, bye!” - @ellievhall just now 

My work here is done."
532588520360386561,Wed Nov 12 17:39:32 +0000 2014,"Judgmental rabbits make everything better. RT @chrisgeidner: Hi, @theferocity. http://t.co/ZQdWoeUO4f"
532579302349742081,Wed Nov 12 17:02:55 +0000 2014,Call me when Rob Kardashian’s beautiful booty is on the cover of @papermagazine. Until then.
532577866039701504,Wed Nov 12 16:57:12 +0000 2014,@NJDG @AnthonyBLSmith @raillan_ebrooks @sojaywaslike My rambling memory.
532577411922403328,Wed Nov 12 16:55:24 +0000 2014,"***DRUDGE SIREN*** RT @JarettSays: Bette Midler, SJP, AND Kathy Najimy Want To Make A “Hocus Pocus” Sequel http://t.co/fJX519LQnq"
532577039313010688,Wed Nov 12 16:53:55 +0000 2014,"“After reading REDEFINING REALNESS by @janetmock, I chained my husband to his desk and made him read it too.” - Michelle Obama #FakeBlurbs"
532576502651838464,Wed Nov 12 16:51:47 +0000 2014,"RT @iSmashFizzle: ""Ashley Ford's essays inspired my newest single, 'Ashley's Song'. She really gets the Danger Zone."" -- Kenny Loggins #Fak…"
532576403775315968,Wed Nov 12 16:51:24 +0000 2014,“STATION ELEVEN by @EmilyMandel is a game-changer.” - George Washington’s moldy corpse #FakeBlurbs
532576118537469952,Wed Nov 12 16:50:16 +0000 2014,"“After reading BAD FEMINIST by @rgay, all I have to say is “Yaaaaaaaaas. I even bought my sister a copy.” - Paris Hilton #FakeBlurbs"
532575753100337152,Wed Nov 12 16:48:48 +0000 2014,“I just couldn’t put down CITIZEN by Claudia Rankine. These poems are necessary and haunting.” - Strom Thurmond’s ghost #FakeBlurbs
532575420575940608,Wed Nov 12 16:47:29 +0000 2014,“Reading PRELUDE TO BRUISE by @theferocity changed my life. I’m writing him in on the 2016 ballot.” - Oprah #FakeBlurbs
532566207137071104,Wed Nov 12 16:10:53 +0000 2014,"RT @byjoelanderson: Quote from FBI letter urging MLK to kill himself over affairs: ""Listen to yourself you filthy abnormal animal."" http://…"
532562630763114496,Wed Nov 12 15:56:40 +0000 2014,Federal Judge Strikes Down South Carolina’s Same-Sex Marriage Ban http://t.co/9vNsVmKFcW
532555821998436352,Wed Nov 12 15:29:37 +0000 2014,"@AnthonyBLSmith I’d like you to know, if you don’t already, @raillan_ebrooks and @NJDG. Let’s make this happen. Also, @sojaywaslike."
532555527159832577,Wed Nov 12 15:28:26 +0000 2014,"@AnthonyBLSmith This is a safe space, Anthony."
532554961696325632,Wed Nov 12 15:26:11 +0000 2014,"""My boyfriend and I were going nowhere, so I did what any self-proclaimed gay academic would do: I re-read Barthes.” http://t.co/LKztSKDIeS"
532550935990796288,Wed Nov 12 15:10:12 +0000 2014,RT @chrisgeidner: And ... MT @EQCF: Fed Judge strikes down South Carolina marriage ban. Stays decision until noon Nov 20 http://t.co/GxCA4H…
532550911651221504,Wed Nov 12 15:10:06 +0000 2014,Same-Sex Marriage Could Finally Become Legal In Northern Ireland http://t.co/kcTGqZ681s
532550572650799104,Wed Nov 12 15:08:45 +0000 2014,RT @freedomtomarry: BIG WIN: Federal judge strikes #SouthCarolina #marriage ban as unconstitutional! http://t.co/5ycKV7Rt2Q (via @EQCF) htt…
532549190623436800,Wed Nov 12 15:03:16 +0000 2014,RT @janetmock: Heading to Atlanta! I'll be at @SpelmanCollege TODAY at 4PM. #RedefiningRealness talk is open to public http://t.co/a8ZzbDz5…
532542007642959872,Wed Nov 12 14:34:43 +0000 2014,"RT @BuzzFeed: The man who abused her child was set free. For not stopping him, she got 30 years in prison http://t.co/Crvny63kkq http://t.c…"
532540182311235584,Wed Nov 12 14:27:28 +0000 2014,RT @quixoticblazes: Argh! Claudia Rankine is reading at NYU on the same night as @theferocity and @ThomasPageMcBee in BK. I want to hear ev…
532531491105153024,Wed Nov 12 13:52:56 +0000 2014,RT @janetmock: These girls showed up for me in St Louis last night. It's rare to see #twoc in these privileged halls. #GirlsLikeUs http://t…
532528799863549952,Wed Nov 12 13:42:14 +0000 2014,The week feels like it has lasted my entire life.
532528713658019841,Wed Nov 12 13:41:53 +0000 2014,@corpuslibris See you soon! So excited to celebrate the season of @ThomasPageMcBee!
532528554995892224,Wed Nov 12 13:41:16 +0000 2014,RT @corpuslibris: So excited for tomorrow night's WORD event with @ThomasPageMcBee and @theferocity! 7pm -- it's one of those night's you'l…
532389068857155584,Wed Nov 12 04:26:59 +0000 2014,"@iSmashFizzle Good night, Ashley."
532376788123807745,Wed Nov 12 03:38:12 +0000 2014,@atotalmonet Are we though?
532374019425964032,Wed Nov 12 03:27:11 +0000 2014,"RT @chrisgeidner: .@EEOCNews Commissioner @chaifeldblum calls @TheTaskForce talk on #LGBT workers' rights ""incomplete."" Others agree. http:…"
532374008885682176,Wed Nov 12 03:27:09 +0000 2014,RT @chrisgeidner: Exclusive: LGBT Leaders Square Off Over Future Of Fight For Job Discrimination Protections - http://t.co/zheIXIum68
532373931005841409,Wed Nov 12 03:26:50 +0000 2014,@crissles Monday afternoon I was ready to tap out.
532372602925645824,Wed Nov 12 03:21:34 +0000 2014,Listen… RT  @atotalmonet: It is not even Wednesday.
532372575843012608,Wed Nov 12 03:21:27 +0000 2014,@emmdubb88 *hug* Thank you for saying so.
532364772604653568,Wed Nov 12 02:50:27 +0000 2014,@LukasThoms *sips drink*
532289201757519872,Tue Nov 11 21:50:09 +0000 2014,My new job title: He Who Stresses Out @McCollumAshley One Tweet At A Time.
532289087693398017,Tue Nov 11 21:49:42 +0000 2014,"RT @IsaacFitzgerald: ""Straight white men, I'm sorry."" -@theferocity 

(I heard it. He said it. And he can't take it back.)"
532288981531385856,Tue Nov 11 21:49:17 +0000 2014,"Sorry, straight white guys. I was kidding when I said y’all could “go die.” http://t.co/RtAG16pu56"
532288558854594560,Tue Nov 11 21:47:36 +0000 2014,"I made a joke about straight white guys, looked up from my desk and three *really sad* straight white guys were looking back at me."
532273598116155392,Tue Nov 11 20:48:09 +0000 2014,@BuzzFeedBen @IsaacFitzgerald Poetry!
532272836111790082,Tue Nov 11 20:45:07 +0000 2014,“There's no industry that's more obsessed with its own demise than publishing.” - @IsaacFitzgerald http://t.co/ryk4NgW7Rz
532268717594660864,Tue Nov 11 20:28:46 +0000 2014,RT @aseitzwald: Bonus: Ferguson mayor wearing NRA hat. http://t.co/9fD0Ka9Uji
532268293005262848,Tue Nov 11 20:27:04 +0000 2014,This picture always brings me such joy. http://t.co/O0J5tT1PCb
532266924747816960,Tue Nov 11 20:21:38 +0000 2014,"RT @MiriamElder: The ringleader of Russian anti-LGBT vigilante group ""Occupy Pedophilia"" has just had his prison sentence cut http://t.co/C…"
532265798300364803,Tue Nov 11 20:17:10 +0000 2014,"“I don’t like mens no more. Women, women, women!” http://t.co/4ZsM45k90S"
532265294082084865,Tue Nov 11 20:15:09 +0000 2014,Catholic Archbishop Compares LGBT People To Undocumented Americans: “Love The Sinner” http://t.co/8ykSTwhAD3
532258146484752386,Tue Nov 11 19:46:45 +0000 2014,"To quote a wise sage, “What even…” RT @shani_o: stop just stop http://t.co/RJVqMA4Zhq"
532255901013798912,Tue Nov 11 19:37:50 +0000 2014,RT @BroderickGreer: When people ask me how I find so much time to tweet I ask them how they find the time to care so much about my tweeting…
532253990680268801,Tue Nov 11 19:30:14 +0000 2014,RT @chrisgeidner: READ Kansas marriage case plaintiffs' filing at #SCOTUS opposing a stay: http://t.co/0ntDsc5gtB
532253975337512961,Tue Nov 11 19:30:11 +0000 2014,RT @chrisgeidner: Same-sex couples oppose #SCOTUS stay of Kansas marriage ruling: http://t.co/4Cc1WV8GxD http://t.co/9lTfRiy4wf
532247085199138816,Tue Nov 11 19:02:48 +0000 2014,@ClassyInCrisis *hug*
532247050168320001,Tue Nov 11 19:02:40 +0000 2014,"RT @ClassyInCrisis: Needed to read this: Making A Place At The Table For Grief On Thanksgiving http://t.co/X1Plfs0QJX Thank you, @theferoci…"
532245983179333632,Tue Nov 11 18:58:25 +0000 2014,@LukasThoms LOL. True.
532210197893496834,Tue Nov 11 16:36:13 +0000 2014,RT @JessiProbus: Margaret Atwood is here schooling @IsaacFitzgerald on Internet Cats and referring to 'death' as 'the D-word' http://t.co/w…
532210044587483137,Tue Nov 11 16:35:37 +0000 2014,Headed to NYU to talk with students of color about “making it in media.” Step One: Buy a lot of sage. You’re gonna need it.
532209688965025792,Tue Nov 11 16:34:12 +0000 2014,@kyletblaine @TheXDExperience Exactly.
532207332525342720,Tue Nov 11 16:24:50 +0000 2014,"There should be a law. RT @TheXDExperience: Jessie J and Ariana Grande remaking The Boy Is Mine?

Enough."
532207230293381120,Tue Nov 11 16:24:26 +0000 2014,"RT @alexanderchee: ""'Station Eleven,' in other words, turns out not to be a genre novel so much as a novel about genre."" http://t.co/eYS7qB…"
532204116282720256,Tue Nov 11 16:12:03 +0000 2014,*rolls another sage blunt* RT @arieswym: @theferocity where's that sage you were smoking yesterday? I need some to get thru this nonsense
532203839009878016,Tue Nov 11 16:10:57 +0000 2014,RT @KelleyLCarter: It's only 11:10 a.m. EST and already @theferocity is _______ .
532203794726416384,Tue Nov 11 16:10:47 +0000 2014,"Next thing you know, they’ll be doing a remake of “Hocus Pocus” starring Jennifer Hudson as Winifred."
532203625523990528,Tue Nov 11 16:10:06 +0000 2014,ALL MY LIFE I HAD TO FIGHT http://t.co/plQ1yFq16K
532203404815527938,Tue Nov 11 16:09:14 +0000 2014,Is nothing sacred?! // Ariana Grande &amp; Jessie J To Remake ‘The Boy Is Mine’ http://t.co/jnuxVxM1Z9
532203404815527938,Tue Nov 11 16:09:14 +0000 2014,Is nothing sacred?! // Ariana Grande &amp; Jessie J To Remake ‘The Boy Is Mine’ http://t.co/jnuxVxM1Z9
532189908107264000,Tue Nov 11 15:15:36 +0000 2014,RT @BuzzFeedLGBT: Samira Wiley’s stunning @outmagazine cover makes quite a statement. http://t.co/w8kU5T8lWz http://t.co/kOsBfgvNCH
532187754520911872,Tue Nov 11 15:07:02 +0000 2014,"*slurps coffee* RT @BuzzFeed: 21 Indian Men Who Have Already Won No-Shave November
http://t.co/zN3SuXYCAO http://t.co/p8XvzyvWv8"
532187429768540161,Tue Nov 11 15:05:45 +0000 2014,RT @GuernicaMag: Claudia Rankine's CITIZEN and what it means to be a creative black person in a white-dominated world. @robspillman http://…
532183471771615232,Tue Nov 11 14:50:01 +0000 2014,Margaret Atwood is visiting BuzzFeed today and talking with @IsaacFitzgerald - AND I’M GONNA MISS IT. *flails*
532165680809136128,Tue Nov 11 13:39:20 +0000 2014,Photo: Another chance to get it right. http://t.co/FMIyNaNyXM
532029115256569856,Tue Nov 11 04:36:40 +0000 2014,@mylestanzer *scoot over*
532026649467179008,Tue Nov 11 04:26:52 +0000 2014,@atotalmonet End times.
532026130375917568,Tue Nov 11 04:24:48 +0000 2014,Today was in fact the Apocalpse in drag as a Monday. I’m sure of it.
532025984636428288,Tue Nov 11 04:24:13 +0000 2014,Our spirits are being tested. RT @billboard: New Usher Song Available Exclusively in Honey Nut Cheerios Boxes Sold at Walmart
532008522180206594,Tue Nov 11 03:14:50 +0000 2014,*preemptively side-eyes Tuesday*
532008358514262017,Tue Nov 11 03:14:11 +0000 2014,(It’s only Monday.)
531966498152382464,Tue Nov 11 00:27:51 +0000 2014,@ohheygreat !!
531966150725611520,Tue Nov 11 00:26:28 +0000 2014,Lock Bill Cosby and Piers Morgan in a room and let them mainsplain each other to death.
531957967571406848,Mon Nov 10 23:53:57 +0000 2014,@iSmashFizzle *hug*
531953923729657856,Mon Nov 10 23:37:53 +0000 2014,WHEW. RT @KateAurthur: The Bill Cosby #CosbyMeme Hashtag Backfired Immediately http://t.co/cNfv0auPfF
531932781660868608,Mon Nov 10 22:13:52 +0000 2014,"Well, it’s been another delightful stroll through these Twitter streets. Fare thee well, my queens."
531931251616514048,Mon Nov 10 22:07:47 +0000 2014,@ohkayewhatever You totally should.
531931075594186752,Mon Nov 10 22:07:05 +0000 2014,And he was never heard from again.
531931043692290048,Mon Nov 10 22:06:58 +0000 2014,RT @spicyketchup84: @shani_o how about fixing your attitude? @piersmorgan said nothing wrong.
531926070346678272,Mon Nov 10 21:47:12 +0000 2014,Only Morgan we recognize is Captain.
531925580691025921,Mon Nov 10 21:45:15 +0000 2014,@LukasThoms *sniffles* Thank you.
531925066653900802,Mon Nov 10 21:43:13 +0000 2014,Hmph.
531925007510036481,Mon Nov 10 21:42:59 +0000 2014,RT @shani_o: @theferocity take a lap
531924895706660864,Mon Nov 10 21:42:32 +0000 2014,*rips off sweater to reveal NIGGA PLEASE in glittering black body paint*
531924035194851328,Mon Nov 10 21:39:07 +0000 2014,@tanehisicoates Fare thee well.
531923320552558592,Mon Nov 10 21:36:16 +0000 2014,"Yes, I can. And that’s why I’m smoking sage, Shani. RT @shani_o: @theferocity can u imagine what the inside of ben stein’s brain is like"
531923118173212672,Mon Nov 10 21:35:28 +0000 2014,"*heads for nearest exist* // Ben Stein: America’s Race Problem Is “Pathetic, Self-Defeating Black Underclass” http://t.co/AS6mtUjdVM"
531922964430987265,Mon Nov 10 21:34:52 +0000 2014,"Just now, I was like, “Shani, save me!” And goes “Here, this will help” and sends me this link: http://t.co/JcpBJzH46h"
531922819257729024,Mon Nov 10 21:34:17 +0000 2014,"When Twitter really stresses me out, I ask @shani_o to tell me to calm down and stop tweeting. (She is my anti-drug.)"
531922639741546498,Mon Nov 10 21:33:34 +0000 2014,"*burns sage* 

*rolls sage into blunt* 

*smokes it* 

*enters a life of hard drug use*

*dies*"
531921777296171010,Mon Nov 10 21:30:09 +0000 2014,Do you sometimes think white pe— *signal drops* RT @spicyketchup84: @theferocity  Do you sometimes think so black folk are too sensitive?
